train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
11537,For Bailey,1,Beauty/Makeup/Lips,Revlon,8,0,No description yet
11539,576 Huggies Wipes 8 packs,1,Kids/Diapering/Wipes & Holders,Huggies,22,0,"8 - packs of Huggies Wipes - 72ct each = 576 wipes ?????????????????? ? ALL ITEMS ARE BRAND NEW, UNOPENED ? Price is firm ? Can combine with other bundles to save on shipping ? Please check my listings for more items. ? New items will be list daily. THANK YOU FOR SHOPPING WITH US!!!"
11542,Two Pandora Clips,2,Women/Jewelry/Bracelets,PANDORA,24,0,No description yet
11545,Wildfox tee,3,Women/Tops & Blouses/T-Shirts,Wildfox Couture,14,0,"I bought this used for myself, unfortunately they described the wrong size and it doesn't fit me. Labeled large- fits oversized as many Wildfox t-shirts do, so I'd say this fits more like an XL. It's in great shape- just might need to be ironed (or thrown in a hot dryer, which is my only kind of ""iron"") 0-: Any questions, just ask!"
11546,Victoria's Secret PINK Varsity Crew L,1,Women/Sweaters/V-Neck,PINK,44,0,"BRAND NEW IN PACKAGE!! Victoria's Secret PINK Varsity Crew - Pink - Large - Oversized - Print graphics - Light French Terry - Longer, tunic length - Jersey material underneath arms on the sides - Imported cotton/polyester"
11549,Neon Yellow Elle earrings,2,Women/Jewelry/Earrings,Kendra Scott,60,1,"Kendra Scott neon yellow Elle earrings, these are so cute and make any outfit pop!"
11551,Lisa bundle don't buy please,1,Sports & Outdoors/Exercise/Yoga & Pilates,PINK,30,1,Angels collection cropped yogas size medium 2 pairs new pink socks and 1 makeup bag all new stuff
11552,2010 magic the gathering playmat,3,Kids/Toys/Hobbies,Wizards of the Coast,25,1,Good condition minor wear won it back in 2010 State championships ¡­ Price is negotiable
11554,Casual dress forever 21,2,"Women/Dresses/Above Knee, Mini",FOREVER 21,11,0,"Casual dress from forever 21, olive green, super comfy, I'm 5'8 and it reaches a bit above my knee, used twice"
11558,Never warn open toe heels,2,Women/Shoes/Pumps,Windsor,16,0,long wrap around ankle ties black suede light weight never warn
11560,H&M Lace Up Wedges,3,Women/Shoes/Sandals,H&M,15,0,"H&M forest green suedette lace up Wedges/espadrille style shoes. In overall great shape, only worn about 2-3x. They're cute for fall,spring and summer depending on what you pair them with. Tag says size 36 or 5.5 but I am a true size 7 and they fit perfectly! Madewell, jcrew, anthropologie, old navy, gap, tie up sandals"
11561,Nike baby outfit,2,Kids/Boys 0-24 Mos/One-Pieces,Nike,34,0,An baby pjs
11562,Mortal Kombat X XBOX ONE,3,Electronics/Video Games & Consoles/Games,Xbox,17,0,"Free of damage, comes in original packaging Ships out fast Price is firm."
11573,L.L Bean Boots,2,Women/Shoes/Boots,L.L. Bean,86,0,"6' inch, grey/brown, gently used. Only sign of wear is really only on the bottom. Only worn twice. As for the size, I can wear anywhere from a 7 to an 8 and these fit perfect whether I had thick or thin socks. Perfect for any Fall/Winter outfit!"
11574,Jeffree star bundel,1,Beauty/Makeup/Lips,Jeffree Star Cosmetics,40,1,1x PUMPKIN 1x chrysanthemum
11578,Rae Dunn Bowl- Yum,1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,16,0,I'm more than happy to bundle items to combine shipping- just ask!
11586,Glam glow thirstymud hydrating treatment,1,Beauty/Skin Care/Face,Sephora,10,0,Sample size face mask Authentic Still sealed
11587,New!Adidas Yeezy Boost 350 V2 Size 11.5,1,Men/Shoes/Fashion Sneakers,Adidas,256,0,"New unworn and unused with original box, receipt of purchase and pair of 350 socks!!!"
11589,Lucca Couture Slouchy Sweater,3,Women/Sweaters/Cardigan,Lucca Couture,26,0,Small. Rosy Gold color. Tags: Hollister. Free People. Boho. Gypsy. Festival. Hippy. Beach. PINK. Banana Republic. Buckle. H&M. American Rag. Pac Sun. Forever 21. RipCurl. Levi's. Vintage. Fossil. Victoria's Secret. Urban outfitters. Please Check out my adorable other listings! Happy Shopping!
11590,Small free people tank top,2,"Women/Tops & Blouses/Tank, Cami",Free People,14,0,Worn once in perfect condition
11593,American girl doll Mary Ellen bday dress,1,Kids/Toys/Dolls & Accessories,American Boy & Girl,30,1,"American girl doll Mary Ellen bday dress, new in box, smoke free home retail [rm] price firm unless you bundle"
11600,Sony MDRXB450AP Headphones,2,"Electronics/TV, Audio & Surveillance/Headphones",Sony,25,1,New Open Box.
11601,New Ralph Lauren size 18 months,1,Kids/Boys 0-24 Mos/Tops & T-Shirts,Ralph Lauren,25,1,Price is firm
11603,Bullhead shorts,3,Women/Athletic Apparel/Shorts,Bullhead,9,0,Size 25
11605,Armahabir listing,2,Beauty/Makeup/Face,bareMinerals,20,0,1 mineral veil and 1 mascara
11606,Bebe dress,1,"Women/Dresses/Above Knee, Mini",Bebe,51,0,Sexy bustier lace dress dress from Bebe with asymmetrical hem. Brand new with tags.
11615,Rock revival 30,3,Women/Jeans/Boot Cut,Rock Revival,74,0,Anja boot Inseam 30 Medium wash almost dark No flaws
11617,Doc Martens,3,Women/Shoes/Boots,Dr. Martens,51,0,Original Doc Martens great shape no leather scratches.. may need new laces ..
11621,Rae Dunn,1,Home/Home D¨¦cor/Home D¨¦cor Accents,Rae Dunn,26,0,New!!! Let's eat platter!!! Will package with care not responsible for any damage during shipping all sales are final
11622,Paul Pierce Topps Matrix Jersey Shorts,2,Vintage & Collectibles/Trading Cards/Sports,NBA,3,1,"04-05 Topps Matrix Paul Pierce basketball Shorts card My shipping method: Card under [rm] will be shipped pwe. Card(s) over [rm] or combined to be over [rm] will be shipped in a bubble mailer with tracking. I can ship any card in a bubble mailer, but the additional cost will be added to the total."
11625,Nike Mercurial Superflys Cleats,3,Sports & Outdoors/Footwear/Cleats,Nike,81,0,"(SEND ME OFFERS- was [rm] but now is [rm]) Beautiful ACC superflys that feel great on your feet and look really nice when seen in person. The original price for this shoe was [rm] but selling it for less because it has been used a couple of times, overall a great shoe in the soccer field!"
11629,Baby gap set,3,Kids/Boys 0-24 Mos/One-Pieces,Gap,10,0,2 long sleeve onsie size 0-3 1 hat size 3-6 Good used condition
11634,3 top bundle for pretty parlor SOLD,2,Women/Tops & Blouses/Blouse,LC Lauren Conrad,32,1,Lc shirt Burgundy shirt Sequin/see through shirt
11645,IT Cosmetics Confidence In A Cream,1,Beauty/Makeup/Face,IT Cosmetics,34,0,Brand new. Retail [rm]!
11649,Authentic Coach Shoulder Bag,3,Women/Women's Handbags/Shoulder Bag,Coach,25,1,In great condition No stains No rips
11650,Indoor/outdoor Globe String Lights,1,Home/Home D¨¦cor/Other,Target,28,0,"3 boxes, each 16ft and 9.5 inches long. 20 bulbs on each string. Strings are orange."
11651,All saints ankle boots,3,Women/Shoes/Boots,AllSaints,36,0,"Size 37 (us 6.5) I wear 5.5 in heels and this fits me well. Would still fit a 6.5 but probably a bit snug. Suede upper needs to be cleaned, but no flaws other than usual wear. Priced with suede cleaner in mind :)"
11655,Men's shirt XL Arrow,1,Men/Tops/Dress Shirts,Arrow,22,0,New with tags originally 60
11657,Disneyland Captain EO Plus R doll,2,Vintage & Collectibles/Collectibles/Souvenir,Disney,20,1,This is from the attraction that is no longer at the park. It made a return in 2010 but was replaced. Rare button.
11661,Jordan's 3c,3,Kids/Boys 0-24 Mos/Shoes,Nike,24,1,Very good conditions no box soft soles Red/black
11663,"2 Tommy Hilfiger shirts, both size S/P",3,Men/Tops/Button-Front,Tommy Hilfiger,15,0,"Good condition, worn just few times. 100% cotton. Both Size S/P, but the blue shirt runs a little wider, I assume it will also fit someone with size M"
11669,Benefit Hoola Contour Stick,3,Beauty/Makeup/Face,Benefit,8,1,Like new- only tried it once. Sample size.
11670,(XS) Vintage Schoolgirl Skirt,3,Women/Skirts/Pleated,Vintage,16,0,Best fits Jean size 2. Zips up at the side and has built in shorts underneath. More pics uploaded soon Tags: pleated school 80s 90s plaid skorts urban outfitters topshop American apparel Pacsun Pacific sunwear gypsy warrior LA hearts
11671,Baby grocery cart cover,2,Kids/Gear/Shopping Cart Covers,Infantino,11,1,"Adorable grocery cart cover. Never used, has no flaws at all in perfect condition."
11673,Charlotte Rousse leather jacket,3,Women/Athletic Apparel/Jackets,Charlotte Russe,25,1,Medium but runs small Only worn less than 5 times Cute & go well with jeans and leggings Warm to wear for winter
11675,Rae Dunn Cheese Board And Cut Set,1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,64,0,"Brand new Rae Dunn Cheese tray + cheese/knife set Please note: all RD items are unique and imperfect, which is part of what makes them so special. Items you see will be the items you receive. Take a close look and make sure it is to your liking :) Seller will pack with extra bubble wrap and care but is not responsible for item after delivery. *Will bundle with other listings if desired to save on shipping"
11683,Blush Pink Cold Shoulder Top,2,Women/Tops & Blouses/Blouse,Ambiance Apparel,10,1,"Very cute top in blush color, size small Only worn once No flaws"
11687,XL Nighty/Robe set,3,Women/Dresses/Other,Tart,6,1,No description yet
11689,49ers Distressed Swearshirt,3,Women/Tops & Blouses/T-Shirts,NFL,9,0,"49ers Distressed Sweatshirt. Size juniors small. Slight piling. (See close up photo) No free shipping. If you ask ""lowest?"" you will be blocked. Yes, it's available!"
11691,VS Gym/Duffle Bag,2,Women/Women's Handbags/Totes & Shoppers,PINK,25,1,"Brand New!! Never used! This is not a large duffle bag, but this would make a great weekend bag or gym bag. It's absolutely adorable, I just pack way too much naturally to ever enjoy this. *Willing to negotiate offers* (: Let me know if there's anything I can do to improve. Thank you for viewing and have a blessed day! (:"
11692,Women's Gucci wallet! Brand new,1,Women/Women's Accessories/Wallets,Gucci,131,0,"Pale pink, 100% authentic, NWOT Soft pink leather ~~~~~~~~~~~~~ Retails:[rm] Will package in original packaging The wallet was only taken out of box for these pictures Brand New!! This is an amazing deal???????? THIS IS A STEAL!!! [rm] off retail price!! Take it or leave it!!"
11697,American eagle jeans,3,"Women/Jeans/Slim, Skinny",American Eagle,22,0,On hold for holly
11700,Mickey Mouse hockey jersey,2,Men/Tops/T-shirts,Disney,24,0,Worn once. No rip or damage. Just wrinkled from being folded. Non-smoking home. Pet hair free. Fast shipping No free shipping No holds
11705,Medium Columbia Jacket,3,Women/Coats & Jackets/Fleece Jacket,Columbia,16,0,"Red Columbia Jacket Worn a few times Made with very warm material Great gift for you or someone else No holes , tears , or marks Still in great condition Will be washed again before sending Dryer sheets will also be placed in packaging to keep fresh - If you do not want the dryer sheets in your package just message me ?No Free Shipping"
11716,Eucalyptus Tangerine Body Care Duo,2,Beauty/Skin Care/Body,Bath & Body Works,16,1,Bath & Body Works Duo Body Care Aromatherapy Body Cream Body Wash & Foam Bath
11718,Ipsy bag + 4 items!,2,Beauty/Makeup/Makeup Sets,Benefit,10,0,Benefit Ka Brow! For light/medium brows Doucce bombastic lash volumizer mascara in black Pacifica Sweet One lipstick ColourPop 3-way metallic lip NEVER USED
11720,H&M Black Sleeveless Hoodie,2,Women/Sweaters/Hooded,H&M,6,1,H&M Black Sleeveless Hoodie size 8 NWOT Free shipping
11725,Alternate 89's,2,Men/Shoes/Athletic,Air Jordan,136,0,"AUTHENTIC JORDAN 4's Condition 9/10 Worn once or twice Comes with Box, Shoe tag, and even the nike bag I bought in Great buy at Great Price No low balls"
11726,Nintendo 64 Bundle,3,Electronics/Video Games & Consoles/Games,Nintendo,70,0,Every item in the bundle has been tested and is fully functional. Included in the bundle are the following: 1x Nintendo 64 console (missing the cover for the jumper pack) 1x Power cord 1x AV cords 1x Rumble Pack 3x atomic purple controllers (8/10 for the joystick on 2 controllers & 6/10 on the other) 1x Legend of Zelda Majora's Mask (Note: the back piece of the cartidge needs to be glued back on but it still plays perfectly) 1x Tony Hawk's Pro Skater
11727,GUC Lilly Pulitzer Dahlia dress,3,"Women/Dresses/Above Knee, Mini",Lilly Pulitzer,54,0,Beautiful dress! I've worn it and loved it and I still get compliments every time I wear it! Gorgeous print and fit and flare style. Slight fading because it has been worn in the sun. No other imperfections :)
11731,Nike dual fusion run 3 men's,1,Men/Shoes/Athletic,Nike,36,0,New ( no box )
11732,""" Shift You Over "" Romper",1,"Women/Dresses/Above Knee, Mini",Fashion Nova,21,0,Brand new Fashion nova romper Fits like a medium /large
11736,Papaya Cutout back Color block shirt,3,Women/Tops & Blouses/Blouse,Papaya,8,1,Sz medium
11740,North face fleece jacket,3,Women/Coats & Jackets/Fleece Jacket,The North Face,33,0,Women's size small. Brown. Good condition.
11742,Red lace lingerie Apt. 9 xl,2,Women/Underwear/Other,Apt.,9,0,"Never worn, Apt.9 size xl. Padded bra. Black lace detail."
11743,Pink 34C Push Up Bra Victoria's Secret,3,Women/Underwear/Bras,PINK,10,0,"Pink Wear Everywhere Push-Up Bra-34C Worn maybe 2 times. Slight piling on upper right cup (see last pic). 87% nylon, 13% elastase"
11746,"BM ""uh huh honey"" crewneck",2,Women/Sweaters/Crewneck,Brandy Melville,31,0,"Gray Brandy Melville crewneck with ""uh huh honey"" detail in navy stitching, one size, very comfortable & in brand new condition, got as a gift but already have it -sold out/ unavailable online"
11752,Saucony X Feature High Roller Pack G9,1,Men/Shoes/Athletic,Saucony,86,0,"Saucony X Feature High Roller Pack G9 Shadow 6 Us 10 ""the Barney"" 100% authentic No original box Never worn or tried on come with original and extra laces Great deal Vegas Chips"
11769,Sexy Tee Push Up,1,Women/Underwear/Bras,Victoria's Secret,22,0,Brand new with tags. Front Close Push Up with a latter back design perfect for open back shirts! True to siZe.
11770,Table accent decor,3,Home/Home D¨¦cor/Home D¨¦cor Accents,Pier One,39,0,"Gold color sea urchin Glass ball knot rope Blue ceramic vase 5 1/5 in tall and 6 3/5 in wide Green tray with Mirror surface Decorative items for a table top or even get creative and put them on shelves or bookcases These pieces are in great condition. No holds No trades No free ship Please do NOT ask for lowest. If I don't accept your first offer please feel free to make another. All products from a smoke free home Please do not make rude comments regarding pricing or shipping. Otherwise, I will block you. All sales are final. Please rate once you receive the package. I spend quite some time at the post office to ship your package. Please take the time to submit the rating. Do not rate me based on transit time. I have no control over USPS once I have dropped off your package. I ship the package within the time limited agreed. I generally ship next business day. #lilkittylady"
11771,Josie Maran illuminizing wand,2,Beauty/Skin Care/Face,Sephora,18,1,AUTHENTIC This brand is from Sephora This is a highlighter stick It is very very pretty It's creamy and buildable Easy to blend and gives off a nice glow Retails for [rm] My price is firm thanks
11774,Authentic Prada sunglasses,3,Women/Women's Accessories/Sunglasses,Prada,29,0,In good used condition.Brown.
11778,Nike pro Capri leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Nike,22,0,Pink/grey/blue Like new only worn 2-3 times Hits right below knee
11785,American eagle skinny jeans,3,"Women/Jeans/Slim, Skinny",American Eagle,12,1,Size 8 good condition. Women's
11788,The Northface zip up jacket sz. Small,2,Women/Sweaters/Full Zip,The North Face,25,0,"Never worn,Running jacket, off white"
11789,Prada men's sneaker,4,Men/Shoes/Fashion Sneakers,Prada,47,0,Size 8.5 Men's sneaker Prada Fair condition
11797,"NYX Felt Tip Eyeliner-""Jet Black""",1,Beauty/Makeup/Eyes,NYX,8,0,"Brand new never used or swatched with original box Excellent condition 100% authentic Shade is ""Jet Black"" Full size As shown Price is firm due to the 10% selling fee that this app takes which means I'm already losing money No free shipping, but you can bundle with other items and I'll do combined shipping No holds"
11798,Men's Nike Air Max White Shoes Size 10,4,Men/Shoes/Athletic,Nike,23,0,"Men's Size 10 Running Tennis Shoes. Colors are White with Gray. Signs of wear but no rips or snags. Clean, recently washed. No odors. Needs some extra care to make a brighter white, some yellowing. Please see pictures. Comes with box at your request only. Come from a smoke and pet home. Open to offers! Originally [rm]. Tags: Nike Free, Dual Fusion, Shox"
11802,Bbw gingerbread latte,1,Beauty/Skin Care/Body,Bath & Body Works,36,0,New Never used Big bottles Shimmer fizz Hand soap Body cream Body spray
11804,SALE! 14 pc bh cosmetics brush set!,2,Beauty/Tools & Accessories/Makeup Brushes & Tools,Sephora,16,0,Beautiful gold and white bh cosmetics brush set complete with good quality case. One brush has been used and cleaned (:
11806,Bobbi Brown Lip Color Lipstick,1,Beauty/Makeup/Lips,Bobbi Brown,19,1,"This listing is for: Brand New (1) Deluxe Travel Size YSL Yves Saint Laurent Rouge Pur Couture Lipstick #52 & (1) .07 oz Bobbi Brown Lip Color Lipstick in Sandwash Pink Free Shipping ?Bundle and Save [rm] on your 2nd Item ?All Items are Brand New and Authentic ?Sorry, No Holds ?Thank you"
11807,Air Jordan Bugs Bunny 8s sz 10 2002,4,Men/Shoes/Fashion Sneakers,Air Jordan,61,0,Paint Chipping on Midsole inner part and slight creases but still in great condition for a 2002 retro!
11808,Coach Wristlet Authentic,3,Women/Women's Accessories/Wallets,Coach,15,1,Only used once or twice. Great condition!
11810,Maroon vans,2,Women/Shoes/Fashion Sneakers,VANS,31,0,Never worn Women's size 6 Doesn't come with box Just sitting in my closet Trying to get rid of them (:
11812,iPhone 6 64GB + LED selfie Polaroid case,3,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Apple,331,0,"64gb / Space Gray / iPhone 6 / UNLOCKED ALSO INCLUDES: Matte Black , front facing, 3 setting adjustable brightness, LED selfie protective hard shell phone case from Polaroid similar to Lumee style. & will be packaged in a iphone 6 plus box instead of the iphone6 (misplaced when i moved). at&t - unlocked to any carrier. CLEAN IMEI. IMEI available in last picture. IN GREAT CONDITION JUST UPGRADED to iphone7. Has had a screen saver on majority of the time, only minimal scratches on edge but no dents. **NO SIM CARD included, I used that one in my new iPhone. ICLOUD IS REMOVED AND READY TO BE SET FOR THE NEW OWNER** Will ship asap! Price is firm!"
11813,Adidas Sweatshirt Medium Pullover,2,"Men/Sweats & Hoodies/Sweatshirt, Pullover",Adidas,16,1,Adidas long sleeve crewneck sweatshirt in men's size medium. Immaculate condition with no imperfections or flaws.
11815,Men's Large Ralph Lauren Button Down,3,Men/Tops/Button-Front,Ralph Lauren,19,0,Red with navy horse. Good used condition.
11816,Polo Ralph Lauren Hat,1,Men/Men's Accessories/Hats,Polo Ralph Lauren,14,0,No description yet
11818,Strapped Granada Birkenstock 37,3,Women/Shoes/Sandals,Birkenstock,94,0,?Super cute & comfortable shoes ?ASK QUESTIONS IF YOU ARE HESITANT ABOUT THE CONDITION OF THE ITEM!!!! ?SIZE SAYS IT'S A 6.5 BUT THESE FIT 7-7.5
11820,Pokemon Cards: Hitmonlee,3,Kids/Toys/Games,Wizards of the Coast,5,1,"I have (1) Hitmonlee holo rare from the Fossil expansion from 1999! This card has not been played with and was sleeved up after pulling from booster pack by me! Although it is pack fresh, it does have some silvering on edges from the age of this card. - Hitmonlee 7/62 [rm]"
11825,Pink leopard Ugg boots size 2/3,3,Kids/Girls 0-24 Mos/Shoes,UGG Australia,37,0,"Pink leopard Ugg boots size 2/3, which is sized to fit 6-12months. Great used condition; I do not have the original box for them."
11826,Lula Roe TC Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,44,0,I unfortunately paid way over retail they just weren't LOVE ... navy background New never even tried on.
11830,Punisher Walgreens exclusive,1,Vintage & Collectibles/Toy/Action Figure,Funko,35,1,Box is in mint condition an will ship for free
11834,VS Pink Shirt,1,Women/Tops & Blouses/T-Shirts,PINK,12,1,[ brand new ] [ originally cost [rm] ]
11837,Burberry London men shirt Long sleeve,1,Men/Tops/Dress Shirts,Burberry,119,0,Burberry London Men's Red Long Sleeve Novacheck Dress Shirt Slim Fit - Size Large - runs size medium
11842,Women's Adidas Slides,1,Women/Shoes/Sandals,Adidas,28,0,Brand new! Nothing wrong with them they just didn't fit.
11843,4 pack of slime,1,Kids/Toys/Arts & Crafts,Elmers,8,1,"2 milky slime (red,white ) 1 soft serve slime (blue ) 1 clay slime (pink)"
11847,Retro 10s,2,Men/Shoes/Athletic,Jordan,75,0,"Lightly worn only the bottom of the shoe is dirty, besides that they are in perfect condition. Size men's 7 / women 8.5"
11849,Nike running shorts,2,Women/Athletic Apparel/Shorts,Nike,13,1,Bought off here didn't wear as much as I thought I would -- asking what I paid
11852,Ivory Ella long sleeve,1,Women/Tops & Blouses/T-Shirts,FOREVER 21,14,0,"Not the real ivory Ella. Got this one and my other ivory Ella listing for Christmas and they came about 2 sizes too small. This would fit a small! There are no stains, holes, etc since they've never been worn. Bundle with the other one for a discount and same shipping price!"
11854,PINK Victoria Secret. Shirts,3,Women/Tops & Blouses/T-Shirts,PINK,37,1,"One on the left (size xsmall) fair condition, peeling and stains under arms One on the right (size medium) good condition One on the bottom (size xsmall) very oversized. Good condition Free gift with purchase!"
11855,FREE SHIP ColourPop Lip In Tight Fit,1,Beauty/Makeup/Lips,ColourPop Cosmetics,8,1,Sparkly gloss. Never used! . What you see in the photo is what you'll receive. :)
11862,Set Of 2 Bath & Body Works Mini Candles,1,Home/Home D¨¦cor/Candles & Holders,Bath & Body Works,10,1,"Two BRAND NEW miniature candles from Bath and Body Works! Includes: Beach Cabana and Tiki Beach. Please note that these are the mini one-wick candles, not the large 3-wick candles. I have provided a comparison picture for reference."
11870,Polo vest,3,Men/Coats & Jackets/Vest,Polo Ralph Lauren,20,0,"Size XL will fit a L best Good condition Has piling Will be having a lot of new uploads of new clothes I recently just got!! So don't miss out!! Also don't forget to check out my account for super cute clothes in good condition from all types of brands! Pink, adidas,polo Ralph Lauren, the north face, Hollister, American Eagle, Abercrombie and many more brands! I will bundle but won't do free shipping!! I also recently got a lot of new well known brand sports bras!! Also if you're interested in team jackets or team jerseys let me know!!"
11872,VS PINK MEDIUM BLING JULY CAMPUS TSHIRT,1,Women/Tops & Blouses/T-Shirts,PINK,40,0,Brand new in online packaging Victoria's Secret pink Campus TSHIRT Short sleeve Red white and blue Medium Oversized Has bling sequin dog logo on back Price is firm No free ship
11878,VS PINK Tie Up Tee,2,Women/Tops & Blouses/T-Shirts,PINK,22,0,Never worn. Taken out of package and washed once. Loose fit. Dark purple.
11879,Disney Frozen Wall Friends Olaf Interact,1,Kids/Toys/Electronics for Kids,Uncle Milton,19,1,One new Disney frozen wall friends Olaf interactive wall character. Lights up and talks! Many familiar phrases! Hi low brightness. Easily mounts to wall. Auto shut off. Watch and listen as Oloff lights up and talk to you in your room! Talk to him to then push the remote control to hear his next fun familiar phrase! Synchronize light and phrases bring your character to life! Includes remote control! Use as a wall light or a night light! Over 13 inches tall! Excellent Christmas present for your Frozen and Olaf lover!
11880,Boys Sweat Pants,3,Kids/Boys (4+)/Bottoms,Carter's,3,1,"Size 5. Carter's. Good condition, no stains."
11885,Hold!! Authentic Nintendo Pokemon GBC,3,Electronics/Video Games & Consoles/Consoles,Nintendo,57,1,Works great and functional. Used game to show to test it which is not included. Game Boy Color original Pokemon
11886,Funko Pop guardians of the galaxy vol 2,2,Kids/Toys/Action Figures & Statues,Funko,18,0,Groot Gamora Mantis (Box damage)
11887,NIKE SPORTS BRA,3,Women/Athletic Apparel/Sports Bras,Nike,15,0,Sports bra in excellent condition. Only worn 2x at most. Size medium. No padding
11888,Victoria's Secret PINK Half Zip,2,Women/Athletic Apparel/Jackets,PINK,34,0,"It is in excellent condition ! There is no pilling no rips or stains. It is so pretty but I honestly dont have any use to it since burgundy is not really my favorite color. victoria's secret PINK ultimate half zip pullover size xs material is 90% polyester and 10% elastane it wont fade because it is stretchy workout material for exposure: fashion nova boohoo, forever 21 Aeropostale rue 21 naked wardrobe, nasty gal,misguided,forever 21,ohpolly, Charlotte Russe, Windsor, hot miami styles, hollister lululemon hotmiamistyles fashionova coach bodycon halter neck choker crop top H&M Nike"
11890,Lv scarf,1,Women/Women's Accessories/Scarves & Wraps,Louis Vuitton,40,1,Extra large Beautiful silk material. Perfect for any occasion super high quality material. Very soft and hand made. Neutral; cream nude beige off white
11891,** BUNDLE for Amanda Torres **,1,Women/Underwear/Other,PINK,23,0,"Included in this bundle are the following: NWOT 1X nightgown by PINK. Beautiful cream with blue floral print. Blue lace accent trim around the waist. Tagless. Super soft, 100% cotton. BNWT LuLaRoe Maxi skirt, medium. Aztec print in pink, orange, blue. ** Pictures of both items attached **"
11892,iPhone 6 unlocked,3,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Apple,156,0,"Unlocked iPhone 6, 16 gb! Nothing wrong with it. Just selling because I upgraded to a 64 gb."
11893,Warm boots,3,Women/Shoes/Boots,Ugg boots,74,0,Never used I noticed that on the side of the boot is a little dirty shown in picture
11903,White Dress,2,Women/Dresses/Knee-Length,H&M,14,0,From H&M. Worn a few times. Great quality and condition!
11908,"Steve Madden Brewster OTK Boots, size 6",4,Women/Shoes/Boots,Steve Madden,20,0,"In good condition. Left shoe has small defect (see picture). This Brewster from Steve Madden has got the right stuff. Between the knee-high silhouette, rear-zipper, and soft suede upper this boot can't help but ask for attention, but thanks to the clean lines and streamlined design, it'll pair perfectly with just about anything in your cooler weather wardrobe. Color options: Black Height: Over the knee Width: Medium Style: Pull-on Material: Synthetic upper and man-made outsole Sole: Man-made"
11910,Hollister Jeans 15,2,"Women/Jeans/Slim, Skinny",Hollister,15,0,15R 32x32 No rips or tears Worn like twice
11911,Reserved bundle,3,Women/Coats & Jackets/Other,American Eagle,20,0,Womens American Eagle Jacket size Large and bath mats
11913,They're Real mascara and remover,1,Beauty/Makeup/Eyes,Benefit,9,0,Travel size
11914,KD 9 Blue and White,3,Men/Shoes/Athletic,Nike,51,0,Got these a couple of months ago for my aau basketball team. We are changing to the color purple so I need to get rid of them their is a tiny bit of pealing in the back of the left shoe and it's a little dirty on the front but that's it need to get rid of them ASAP
11917,Mocha freeze cream lipstick,1,Beauty/Makeup/Lips,Mary Kay,10,0,No description yet
11920,Coach Ring. Tiffany Blue.,3,Women/Jewelry/Rings,Coach,20,1,Size 6 I believe coach ring. Tiffany blue. Very cute
11926,Men's Affliction Tee,3,Men/Tops/T-shirts,Affliction,11,0,Men's Affliction Tee Size Small In excellent condition Needs new home Smoke & Pet Free
11931,Rae Dunn Taste Ovals (2),1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,32,0,Brand new set of two Rae Dunn taste Ovals. Experienced shipper.
11932,Wet n Wild bundle,1,Beauty/Makeup/Face,Wet n Wild,7,0,"Includes 1 nail polish 1 eye shadow palatte 1 powder brush 1 black mascara My mom bought me this stuff but I don't need it or use this brand. I have my own eyeshadow palattes, the same brand mascara I've been using for years my trusty brushes ect."
11934,Khaki Levi's Jeans. Authentic,2,"Men/Jeans/Classic, Straight Leg",Levi's?,20,0,No description yet
11937,??NWT Large PINK VS Logo Boyshort,1,Women/Underwear/Panties,PINK,16,1,??NWT PINK VS Logo Boyshort underwear panties Size L Soft begonia/mauve New with tags! Price firm unless bundle! Really cute and comfortable to wear around the house Free shipping!
11938,LuLaRoe OS LEGGINGS,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,40,1,Chihuahua With tag 2-12
11940,Women's North Face Hoodie,2,Women/Sweaters/Hooded,The North Face,18,0,"Women's Small North Face Hoodie with burgundy logo. Barely worn. No stains, holes, or picks. Tags: Patagonia, Yeti, Columbia, Nike, Adidas."
11945,Forever21 lace crop top,2,Women/Tops & Blouses/Blouse,FOREVER 21,9,0,Elegant cream white cropped lace top Size small Side zipper for access
11954,Os Htf Lularoe Medallion Legging,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,30,1,Never worn Black colorway Price is firm
11956,"Jordan 10 retro ""Powder Blues"" mens 8.5",3,Men/Shoes/Athletic,Air Jordan,81,0,"Come as is. ..Jordan 10 retro ""Powder Blues"" men's size 8.5. ..8/10 condition. ...colorway: black/dark powder blue/white"
11958,Calvin Klein taupe dress,3,Women/Dresses/Knee-Length,Calvin Klein,29,0,Like new CK dress in size 10. Missing the original belt but no other flaws. I will add my own brown belt in medium. Great work dress.
